user_id,item_name,rating
raoey,Euro Truck Simulator 2,1
Doritatos,9.03m,3
OG1,Aperture Tag: The Paint Gun Testing Initiative,5
Automatonic_Cabbage,PAYDAY 2,3
76561198070869544,7 Days to Die,5
76561198105953265,Counter-Strike: Global Offensive,2
76561198092188845,Free to Play,5
BENA1337,Borderlands: The Pre-Sequel,3
76561198045613225,Torchlight II,5
ZombieKiller17_,Unepic,3
76561198077029675,FINAL FANTASY XIII-2,3
76561198197819339,DARK SOULS™ II,1
TitlerBitch,Fistful of Frags,3
th4tone,Guardians of Middle-earth,3
myteddybernie,Sniper Elite V2,5
76561198055651045,The Walking Dead,5
76561198073761454,Borderlands 2,3
76561198069634527,Terraria,5
llamaemperor,Magic Duels,3
sriyhoiwtwiug7edfieithweugh,Rust,3
76561198053180471,Hotline Miami,3
76561198060324840,Assassin's Creed Unity,2
artynox,H1Z1: Just Survive,2
76561198091664122,The Beginner's Guide,2
76561198100496808,MirrorMoon EP,1
76561198027517385,Sniper Elite V2,5
76561198048590320,Far Cry 4,3
RedD34TH,Minecraft: Story Mode - A Telltale Games Series,2
wannabefam0us,Block N Load,5
crowbarpls,Garry's Mod,3
76561198072762747,Call of Duty: Modern Warfare 3,3
sasgat,Borderlands 2,5
76561198085700027,Remember Me,5
76561198053721457,BioShock Infinite,3
76561198074792098,Garry's Mod,5
76561198092466953,Kung Fury,5
76561197979046612,Defender's Quest: Valley of the Forgotten,3
yunghughie,Geometry Dash,3
BigodisonLindo,Cry of Fear,1
7656119804296544,Counter-Strike: Source,3
76561198045577378,Undertale,3
bryceblacktop,Counter-Strike: Global Offensive,5
76561197965916509,Arma 3,3
76561198009892332,Counter-Strike: Global Offensive,3
76561198046135457,Block N Load,2
76561198036620575,No More Room in Hell,5
Jaewda,Stardew Valley,3
76561198030021498,Portal 2,3
76561198091524388,Just Cause 2,3
76561198060772954,The Beginner's Guide,3
nomansfan,SpeedRunners,5
birdpleb,AirMech,3
76561198076812814,No More Room in Hell,5
76561198031490204,AdVenture Capitalist,3
76561198008392437,PAYDAY 2,5
bizarrues,Tomb Raider,5
76561198065771084,Toribash,1
b1gb007yb17ch3s,Counter-Strike: Global Offensive,5
myles101,Saints Row IV,1
76561198071439167,AdVenture Capitalist,3
76561198044521040,Gun Monkeys,1
hazmatharry,Costume Quest 2,5
BlacKFuZion,Robocraft,3
76561198043927767,Ace of Spades,4
76561198063121287,IL-2 Sturmovik: 1946,3
Blade_Steam,Kung Fury,3
76561198071264983,Realm of the Mad God,3
bbbblair,Fallout 3 - Game of the Year Edition,3
Abyss666,Sonic Generations,3
akopinoy,Minecraft: Story Mode - A Telltale Games Series,3
76561198063321128,Fallout 4,2
Blaze349,PAYDAY 2,2
BlazingDawn,SNOW,5
kyswithbleach,Garry's Mod,5
76561198086008401,Left 4 Dead 2,3
76561198094829750,Garry's Mod,3
76561198082023848,BattleBlock Theater,5
76561198050497367,PlanetSide 2,3
8008123,Nether,3
Bloody_Buster,Rust,2
76561198044455212,Counter-Strike: Global Offensive,3
fishfishfishfish,Warframe,3
76561198080399577,MapleStory,1
allstarghostkill,The Evil Within,3
76561198089242036,Realm of the Mad God,3
Sheelenumber1,WWE 2K15,5
76561197999888744,Quintet,3
Blueninja_101,Counter-Strike: Global Offensive,1
76561198035108711,Unturned,5
76561198072841073,Fallout 3 - Game of the Year Edition,3
fagetxd,Counter-Strike: Global Offensive,3
76561198120465213,Not The Robots,5
thisidisused,CS:GO Player Profiles,3
76561198079521426,Tomb Raider,3
76561198091518774,DayZ,2
bobhork,The Elder Scrolls V: Skyrim,3
76561198025785395,STAR WARS™: Knights of the Old Republic™,3
kt7580,Grand Theft Auto V,3
76561198060767321,Unturned,3
Bogus88,Counter-Strike: Global Offensive,3
2spooky,Jet Racing Extreme,2
76561198058455791,BattleBlock Theater,3
bonsta13,Garry's Mod,3
GalaxyExcalibur,Total War: SHOGUN 2,3
76561198070935805,Temper Tantrum,5
bootie101,Counter-Strike: Global Offensive,3
jiggggulypuff,Garry's Mod,3
76561198054743531,Tales from the Borderlands,3
76561198082176631,Bastion,3
76561197966956978,Garry's Mod,3
76561198072103064,Five Nights at Freddy's,1
dumbassscout2005,Road Redemption,2
76561198245310554,Terraria,3
76561198063440009,Tower of Guns,3
Bowmore,Ghost in the Shell Stand Alone Complex First Assault Online,3
SeLtecK,Kerbal Space Program,1
Bradstuffer,Combat Arms,1
Ghost_Project,Counter-Strike: Global Offensive,3
Brad123ghost,Half-Life: Opposing Force,2
76561198046168702,Mortal Kombat Komplete Edition,2
brahhhhcsgomatee,War Thunder,5
HappyGamerX,Anarchy Arcade,2
76561198063539698,Arma 3,5
76561198078232689,Unturned,3
76561197994108307,Call of Duty,3
76561197990029377,LYNE,5
76561198029286001,Planetary Annihilation,5
brilliantbrenny,Borderlands 2,5
brimmers,Grand Theft Auto IV,3
imacatseeulr,Garry's Mod,5
brittishsnow,American Truck Simulator,3
MyloXylotoMeh,Age of Empires II: HD Edition,3
negrosarcastico,FINAL FANTASY VIII,3
ImBrodzster,Yet Another Zombie Defense,1
spyo101,Counter-Strike: Global Offensive,5
76561198047232247,Magicite,5
booker-t,Subnautica,5
brookiecooki3,Rust,3
76561198072420528,PAYDAY 2,3
76561198045367986,Project Zomboid,3
coen411,Saints Row IV,1
krispinwaaah,Call of Duty: Black Ops II,3
brucedickso,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,3
Respected_Elder,Metro 2033,3
76561198053619760,Guns of Icarus Online,3
76561198088397505,Borderlands 2,5
java-script,The Elder Scrolls V: Skyrim,5
nebuze,Garry's Mod,3
BlockStabFatality,BioShock Infinite,5
TheBstard,Far Cry 4,3
76561198067127485,Tomb Raider,3
LOLBITCHS,Nether,3
76561198089861671,Yargis - Space Melee,2
BuckysButthol,The Mighty Quest For Epic Loot,3
76561198085635425,Takedown: Red Sabre,1
76561198044706489,Counter-Strike: Global Offensive,3
BuffyMan,Batman™: Arkham Knight,3
buggy00,HuniePop,3
76561198063085949,Skullgirls,3
76561198194887542,AirMech,3
dogapp,Counter-Strike: Global Offensive,2
76561198071075281,Counter-Strike: Global Offensive,3
76561198073862526,PAYDAY 2,1
JackieMastergames,Marvel Heroes 2016,3
totesnotahacker,DiggerOnline,2
76561198085133982,Don't Starve,3
BurningHope,Survival: Postapocalypse Now,2
Luckless_Romance,Alien: Isolation,5
76561198067425198,Call of Duty: Black Ops II,5
76561198092560110,Rocksmith 2014,3
dantheflyingman,Call of Duty: Ghosts,5
ButteryTyrant,Card Hunter,3
buttjuggler,The Old Tree,5
brett50cal,BioShock Infinite,3
buzdbumblebee,Counter-Strike: Source,3
76561198020054096,Trove,1
76561198045507259,Reign Of Kings,1
76561198049503316,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",5
derds30,Counter-Strike: Global Offensive,3
caaake,Insanity Clicker,3
76561197999886086,Dishonored,3
76561198065469224,Counter-Strike: Global Offensive,5
76561198118058899,Garry's Mod,5
Caesar3z,LISA,3
cakebrownies,Bully: Scholarship Edition,5
76561198079994904,DayZ,3
Calem8,Counter-Strike: Global Offensive,3
Caliace,The Culling,3
Rodey1,Sniper Elite V2,5
callofmuts-haha,Trials Evolution Gold Edition,2
putaurlplzupsid,The Culling,3
campu0999,BioShock Infinite,5
76561198054473452,Survarium,5
canepa98,Savage Lands,2
76561198087978958,Lucius,1
200px-spy-taunt-laugh,Counter-Strike: Global Offensive,3
jordanwech111,Grand Theft Auto IV,3
spotto666,F.E.A.R.,3
76561198063804314,Counter-Strike: Global Offensive,3
76561198084930628,Grand Theft Auto IV,3
CjDoesIntros,The Plan,1
Captain_Cripz,Kerbal Space Program,1
TheCaptainOfCrunch,The Binding of Isaac,3
76561198047260382,Counter-Strike: Global Offensive,3
76561198051879114,Spiral Knights,3
captainquickler,The Elder Scrolls V: Skyrim,5
captaingameful,One Way Heroics,3
76561198088932660,Unturned,1
76561198158121551,Grass Simulator,5
76561198079009167,South Park™: The Stick of Truth™,3
76561198045759657,Takedown: Red Sabre,2
od3d,Broforce,3
BillyDatKid,The Plan,3
carebearsgalore,Sid Meier's Civilization: Beyond Earth,3
SikZone,Counter-Strike: Global Offensive,5
76561198047312636,StarForge,2
Caseyvii,Surgeon Simulator,3
76561197972024039,Marvel Heroes 2016,3
DrunkenMonkeys5,Don't Starve,3
76561198061045044,Audiosurf,3
76561198088635279,The Beginner's Guide,2
Chunzenayo,ARK: Survival Evolved,5
76561198092063339,HITMAN™,5
LegendTom,The Walking Dead,3
Causation,"Warhammer® 40,000™: Dawn of War® II – Retribution™",3
chris98981,Robocraft,5
76561198075234235,Defy Gravity,2
ghostccamm,Rogue Legacy,3
CI4Z,Half-Life,5
DreamBigFallHardOfficial,Warlock 2: the Exiled,3
76561197980311109,PAYDAY 2,3
ch0na1171za,Counter-Strike: Global Offensive,3
mtrain3,Rising Storm/Red Orchestra 2 Multiplayer,3
76561198046193884,Dino D-Day,5
76561198087379866,Skullgirls,3
Chamusco,No More Room in Hell,3
D492,Sacrifice,5
ChannelMiner,Fallout 4,1
hopeandchaos,Plug & Play,3
76561198009171141,Caster,5
CharaTheHuman,Enter the Gungeon,3
chardie420,Fallout: New Vegas,3
CharlesSwan,Surgeon Simulator,3
76561198069841997,Planet Explorers,3
76561198010336981,Stranded Deep,3
mankeyballbag,Firewatch,3
JimmaDougs,Spiral Knights,3
GAHK,The Forest,5
76561198071815954,Garry's Mod,3
DARKSOULSPVPPPP,Counter-Strike: Global Offensive,5
76561198059640748,Iron Snout,5
assasssin,Who's Your Daddy,1
cheltenham98,Fallout: New Vegas,5
76561198059989388,Garry's Mod,3
megatetsujin28,RollerCoaster Tycoon: Deluxe,5
76561198119358777,Company of Heroes 2,3
Itschiddy,Far Cry® 3,1
chikeninahole,Terraria,1
76561198070702618,Unturned,5
76561198026332069,Spiral Knights,2
76561198084782208,Unturned,3
ParaChymp,NotGTAV,3
76561198043408346,Sanctum 2,2
XxPORNHUBxX,FTL: Faster Than Light,3
76561198097584957,Stranded Deep,5
chinnaye,Garry's Mod,3
76561198094253076,Unturned,5
76561198060758376,Fallout 3,3
76561198065987818,A.V.A - Alliance of Valiant Arms,5
76561198044346263,Grand Theft Auto V,5
Chocchipfudge,Super Hexagon,3
76561198136869746,War of the Roses,5
theMafiaKing,Counter-Strike: Global Offensive,3
chokadokada,Euro Truck Simulator 2,3
76561198063036360,Serious Sam 3: BFE,5
76561197976603911,Zombie Army Trilogy,2
76561198008901482,Counter-Strike: Global Offensive,3
76561198097058965,Dishonored,1
thanatos204,Space Engineers,3
Angon,Torchlight II,3
thiswar1,Dead Island Riptide,5
chubbyninja5,POSTAL 2,3
GTAadam,TrackMania² Stadium,3
CSGO4lyf,Brawlhalla,3
76561198094055339,The Plan,5
jh13mvp,Lethal League,3
InsightTD,Catlateral Damage,3
LockyBalboa,Superbrothers: Sword & Sworcery EP,2
spamgms,SAMURAI WARRIORS 4-II,5
roitethere,Garry's Mod,3
RipSkinerinos,Just Cause 2,3
clemboy500,Grim Dawn,3
76561198040469947,Monopoly,3
thejl2,Tom Clancy's The Division,3
weaselthing,Left 4 Dead 2,3
76561198052794990,Thief,5
fieryclockwork,Dust: An Elysian Tail,3
ClockworkLunatic,The Binding of Isaac: Rebirth,3
preps427,Robocraft,5
pwnddumass,Garry's Mod,3
Cloudarrahea,Champions Online,5
76561198052398041,DOOM,3
76561198063161083,The Plan,3
76561198046022115,Trove,2
76561198071176877,Project Zomboid,1
76561198089683053,Don't Starve Together,3
CockInCider,Unturned,3
76561198056188895,Arma 3,2
illogik01,My Name is Mayo,3
rudetube,HAWKEN,5
76561198027555735,Duke Nukem 3D: Megaton Edition,5
76561198060929389,Counter-Strike: Global Offensive,3
76561198056482812,Arma 3,5
76561198066465073,Counter-Strike: Global Offensive,3
76561197982203533,the static speaks my name,1
76561198044885418,The Golf Club,5
combjelly,Takedown: Red Sabre,1
Cmdr_Hoosky,Trove,3
AdvancedUnit,To the Moon,5
commanderliam94,Town of Salem,1
rozashelz,Haunted Memories,4
76561198122867779,Fallout 4,3
76561198069411847,Codename CURE,5
dropitwhenitshot,Galcon Fusion,3
peptides,"Don't Die Dateless, Dummy!",3
mydion,Fallout 3 - Game of the Year Edition,3
76561198067764491,Infestation: Survivor Stories Classic,1
76561198007860684,Terraria,2
the_prototype193,Portal 2,3
76561198166836547,Counter-Strike: Global Offensive,5
76561198008063702,AirMech,3
constantine1,Unturned,5
76561198077646251,Garry's Mod,3
CookedTuna,Terraria,5
76561198082101754,Grand Theft Auto IV,3
dagingermenace,Counter-Strike: Global Offensive,3
76561198076246541,Rochard,5
Rattyson,Path of Exile,3
76561198079211507,Lichdom: Battlemage,3
cooliecan,Dead by Daylight,1
coolman1342,No More Room in Hell,5
76561198063361762,War Thunder,2
coopZ_official,Kingdom Rush,5
coreyaus,PlanetSide 2,3
tastydUck,Left 4 Dead 2,3
76561198088000520,Five Nights at Freddy's,3
legendaneo,Dragon Age: Origins - Ultimate Edition,3
76561198078975876,The Mighty Quest For Epic Loot,1
76561198026008283,Counter-Strike: Global Offensive,5
76561197960467275,Counter-Strike: Source,3
KyrSpeedy,Warhammer: End Times - Vermintide,2
cozzakill,Rust,3
76561198090542837,Counter-Strike: Global Offensive,3
CptDeadfire,Brothers - A Tale of Two Sons,3
76561198059789255,Batman - The Telltale Series,5
76561198185380522,Fallout: New Vegas,5
Crackleking76,Aion,5
150010792,Devilian,5
crappycrap,Viking: Battle for Asgard,2
76561198040345799,PAYDAY 2,3
1a1u14,Total War: ROME II - Emperor Edition,3
76561198101738657,Counter-Strike: Global Offensive,3
iliakitmail,Rampage Knights,3
ourlordgaben,MapleStory,3
crevatian,Counter-Strike: Global Offensive,5
crimsafe,Chivalry: Medieval Warfare,3
76561198073897919,Bit Blaster XL,5
76561198226946500,Deus Ex: Mankind Divided™,5
CriticalTiming,Gunpoint,5
76561198028908163,Saints Row 2,3
76561198068952127,Rust,3
Corvus_bellator,Hotline Miami,5
CRUBIK19,Ryse: Son of Rome,3
crnza,NBA 2K13,5
76561198054924361,Counter-Strike: Global Offensive,3
76561198064945201,Counter-Strike: Global Offensive,3
I_Am_Krazy_For_ApplePie,Microsoft Flight Simulator X: Steam Edition,3
76561198023152575,Borderlands 2,3
Cry-Z,AdVenture Capitalist,3
76561198106988051,Terraria,3
76561198086085936,Victory At Sea,1
curlboy,This War of Mine,3
johnvu3,NEKOPARA Vol. 1,1
YANZHUO,Left 4 Dead 2,1
NoSuccessWithoutSacrifice,Jumpdrive,3
76561198049650989,Counter-Strike: Global Offensive,5
76561198029821531,Borderlands: The Pre-Sequel,3
76561198086857424,Counter-Strike: Global Offensive,3
76561198029104153,Football Manager 2016,3
docnoobius,The Stanley Parable,5
D3LTAS-L1GHT,Left 4 Dead 2,3
76561198050823592,Stardew Valley,5
DABOSSalreadytaken,Realm of the Mad God,3
daslimeking,Magicite,3
daarons,Tribes: Ascend,3
76561198057596243,Left 4 Dead 2,3
76561198060181391,Tomb Raider,3
FlNALIZE,StarForge,3
76561198082590747,Sonic & All-Stars Racing Transformed,3
76561197996744185,Unturned,3
76561198099488712,Space Engineers,5
frank_1999,Banished,5
lukewheeler,PAYDAY 2,3
76561198091434225,XCOM 2,3
76561198027724520,Codename CURE,2
AdamRE6,Clicker Heroes,1
76561198075023672,Rocket League,5
Dabeh,Ring Runner: Flight of the Sages,5
djacko,Sonic Generations,3
76561198016761464,Face It - A game to fight inner demons,4
daniel01ricardo,This War of Mine,3
danield123dd,PAYDAY 2,3
dpuser,Counter-Strike: Global Offensive,3
cetrox,Cities: Skylines,3
daninjaXD,Survarium,3
76561198092345811,Battle Islands,2
regansmash1,Dead by Daylight,2
76561198050553497,Grand Theft Auto V,3
nivlacoaix,Counter-Strike: Global Offensive,1
76561198234911980,Thomas Was Alone,3
danmarcantonio,Crusader Kings II,5
76561198064894873,DayZ,3
76561198006158702,Killing Floor 2,5
nikolascortes,Tom Clancy's Rainbow Six Siege,5
76561198061818198,PAYDAY 2,3
DarkTitan9174,Counter-Strike: Global Offensive,2
76561198079344227,BioShock Infinite,3
76561198120785462,Saints Row: The Third,3
76561198019905604,Garry's Mod,3
eliteboy,Life Is Strange™,5
76561198088209379,Heroes & Generals,5
76561198062145857,Super Hexagon,3
76561198086509186,Sniper Elite 3,5
76561198017659661,Secret of the Magic Crystal,3
Aragnum,Turbo Dismount,3
ilovehamstersandbunnies,Call of Duty: World at War,5
DasKrow,Villagers and Heroes,5
76561198087170428,Zero G Arena,3
76561198075900533,Borderlands 2,1
Rule_34_is_always_right,Sniper Elite V2,5
scoutcrap1,Counter-Strike,3
dickspitarm,Geometry Dash,3
DAT_BOl,Garry's Mod,3
76561198071716011,Batman™: Arkham Knight,2
76561198043929272,Tomb Raider,5
johngray40,Spiral Knights,4
SwagDavy,Grand Theft Auto V,5
ec7yp4,Killing Floor,5
76561198031394484,The Witcher 3: Wild Hunt,3
76561198023971448,PAYDAY 2,3
Dazie,Unturned,3
DazzaLCFC,EVE Online,3
76561198078267210,Sniper Elite,2
DBZfreakMBB,Dishonored,5
DCHuckels97,Sonic Adventure™ 2 ,5
76561198053454865,Call of Duty: Black Ops III,3
deadlyUK,Warframe,5
76561198079603178,Warframe,3
AZA1498,Counter-Strike: Global Offensive,1
DefMind,Unturned,3
12839201,Counter-Strike: Global Offensive,3
76561198050614447,Darkwind: War on Wheels,4
Jayden028,Tom Clancy's Rainbow Six Siege,3
76561198073138517,Garry's Mod,3
76561198066468003,Portal 2,5
DebaKLe,Life Is Strange™,5
Punpun420,SUPERHOT,5
76561198084302122,Fable - The Lost Chapters,3
dmaster4391,Democracy 3,3
76561198010443610,The Walking Dead: Season Two,3
noeop,Fallen Earth,1
76561198080224976,War of the Roses,5
Default_smile,Garry's Mod,5
123123718417671290,BattleBlock Theater,3
76561198085514510,Call of Duty: Modern Warfare 3,3
Delcari2,Garry's Mod,1
OGDelicate,Counter-Strike: Global Offensive,3
76561197968314652,Toribash,3
76561198088473518,Left 4 Dead 2,3
DELIsauce,Sid Meier's Civilization V,5
deadawesome,DayZ,3
demesta,Fallout 3,1
76561198091563407,Dirty Bomb,3
76561198077262819,Loadout,5
76561198061749731,Terraria,5
xVIRUSx9,Sakura Clicker,3
captainerickub,A Story About My Uncle,2
denglong,Portal 2,3
76561198082226936,Super Hexagon,1
DeNo64,Garry's Mod,3
KamuKambing,Floating Point,3
wahlords,resident evil 4 / biohazard 4,2
76561198063016498,Sid Meier's Civilization V,3
76561198073847075,Crypt of the NecroDancer,3
76561197991633595,Undertale,5
derplaymc,LEGO® Star Wars™: The Complete Saga,5
76561198069139035,Wolfenstein: The New Order,3
76561198165280229,Warframe,3
76561198074056771,PlanetSide 2,1
desulax,Killing Floor,3
76561198062577557,Loadout,5
patodomau,Counter-Strike: Source,5
76561198092431676,Zombies Monsters Robots,2
76561198076708943,Unturned,3
76561198083306954,Chroma Squad,3
76561198099034624,Firewatch,2
DeZire26,The Forest,3
deztroyeer,Trove,5
Dezz_,Half-Life,3
Ch4osCosmo,The Binding of Isaac,5
Aika2013,The Stanley Parable,1
altitude54,Magic Duels,5
teejamon,Alan Wake,1
AestheticKing,Starbound,3
Diddoms,Dizzel,2
76561198106325217,Borderlands 2,3
76561198071282547,STAR WARS™ Battlefront™ II,3
diet_crack,Cities: Skylines,3
mrnugget145,Starbound,5
jkajkablamblam,Hurtworld,5
DG249,Batman: Arkham City GOTY,3
76561198122280156,Starbound,5
dimkp,Factorio,3
76561198066040860,The Elder Scrolls V: Skyrim,3
Potatoesarekool,Orcs Must Die! Unchained,3
NicolasNic,Counter-Strike: Global Offensive,3
DirefulSpy,L.A. Noire,3
Roar6253,No Man's Sky,5
protodan2001,Call of Duty: Black Ops III,2
76561198000691867,Sakura Dungeon,2
76561198006889139,Prince of Persia: The Sands of Time,5
dittopower,Borderlands 2,3
76561198075272138,Borderlands 2,3
WAIIIII,Grim Dawn,3
76561198081774093,Banished,2
76561198060795144,Don't Starve,3
D_L_S,Counter-Strike: Global Offensive,1
dmgmnt,No More Room in Hell,3
deejmyster,Left 4 Dead 2,2
76561198061681728,7 Days to Die,3
76561198076144807,Garry's Mod,3
76561198097058385,Basement,5
Nuclueus,Only If,1
ArMeDNeo,BioShock Infinite,5
76561198004624665,liteCam Game: 100 FPS Game Capture,5
76561198137267002,Half-Life,3
76561198004853547,Undertale,3
dodecadumpling,Borderlands 2,1
sandw1ch,Life Is Strange™,5
76561198009225993,Machinarium,3
76561198049343162,Sakura Spirit,3
wabbitpls,Clicker Heroes,3
Dolfinius,Double Action: Boogaloo,3
76561198087469366,AdVenture Capitalist,1
76561198076726920,Borderlands 2,3
DKpendol,Wildlife Park 2,5
markram420,Realm of the Mad God,3
lawidia,Risk of Rain,5
76561198097888790,Fallout: New Vegas,5
Donato_Dyas,The Wolf Among Us,3
baroncrovax,Strife,3
Dufflekappa,Squishy the Suicidal Pig,5
donkeyduk01,ARK: Survival Evolved,3
76561198009401635,The Witcher 3: Wild Hunt,5
76561198080826720,Call of Juarez Gunslinger,3
trophywife,Magic Barrage - Bitferno,1
Doobuboo,Elsword,3
76561198070241712,Garry's Mod,5
76561198045392198,Garry's Mod,3
AwesomeDoofus,The Binding of Isaac: Rebirth,3
225544,Counter-Strike: Global Offensive,3
76561198080980732,Left 4 Dead 2,3
76561198085510022,Saints Row IV,3
RexTrigger,PAYDAY 2,3
Doperman,Rust,1
theo8396,Mass Effect 2,5
bob0wiryw,The Elder Scrolls V: Skyrim,5
76561198122724739,LEGO® MARVEL Super Heroes,3
SoftwareProblem,Pixel Piracy,3
Doughritos,Counter-Strike Nexon: Zombies,3
76561198052598003,Terraria,3
DPKarter43,Counter-Strike: Global Offensive,5
76561198065321410,Heroes & Generals,2
76561197986964063,Insurgency,3
WagglyBump,The Elder Scrolls V: Skyrim,5
thedoctorfantastic,DEFCON,1
TheDrShades,The Fall,3
76561198060748207,Spec Ops: The Line,5
76561198060037242,Lootfest,2
76561198095149879,Kung Fury,5
76561198072892042,Ultra Street Fighter IV,3
haydnishouston,Garry's Mod,3
KILAR-MADNES,Infestation: Survivor Stories Classic,2
76561198047046178,Saints Row: Gat out of Hell,5
76561198022826604,Rust,1
Aquilla96,Stardew Valley,3
76561198062558066,Tactical Intervention,3
Scalarius,Goat Simulator,5
76561198021111894,Super Crate Box,3
76561198140883675,Tom Clancy's Ghost Recon Phantoms - NA,4
76561198082704576,Trove,1
76561198051608753,Counter-Strike: Source,5
blackhornet979,Unturned,3
cobblerini,Monster Loves You!,5
teerakron,No More Room in Hell,3
Cloud437,8BitMMO,3
HeshCookies,Assassin's Creed Unity,2
nowhereissafe,Loadout,3
moozio,Victory: The Age of Racing,1
SILENTLIGHT,The Elder Scrolls V: Skyrim,3
DrScottnik,Deadlight,3
Darth_mat,Kerbal Space Program,5
76561198091164094,[the Sequence],3
dukewikoli,Puzzle Quest,5
76561198163307685,Rogue Legacy,3
76561197970600478,Counter-Strike: Global Offensive,3
76561198053451655,Tomb Raider,3
76561198105315479,Rust,3
5512FAG365123BOi27,Dev Guy,3
76561198017761748,VVVVVV,3
SkateboardSquats,No More Room in Hell,3
DudeJazza,Counter-Strike: Global Offensive,3
76561198037608740,Total War: SHOGUN 2,5
76561198066754925,PAYDAY 2,3
DuFFuL,Undertale,3
christafartkim,This War of Mine,3
duckcuck,99 Spirits,3
76561198010616979,Layers of Fear,1
76561198045808913,Mad Max,3
76561198072335599,Warface,1
76561198041168713,Tactical Intervention,5
76561198071617315,Monaco,3
Durbles,Hammerwatch,5
d003,Verdun,3
trolllollollol,PAYDAY: The Heist,3
areyouatree,Borderlands 2,3
76561198070805037,Prison Architect,3
76561198103472735,DayZ,5
76561198035168526,Grand Theft Auto IV,3
TheJewpocolypse,Arma 2: Operation Arrowhead,3
SickCuntt,BattleBlock Theater,3
76561198088844664,BLOCKADE 3D,2
1944086851,War Thunder,3
76561198064117170,Robocraft,3
76561198096353062,Alice: Madness Returns,5
DafuqUL00kinAt,Tomb Raider,3
ElWarpCH,Quake Live,1
sicklygamer,8BitMMO,3
earthminer1,War Thunder,5
00810cccyyykkk,Terraria,5
76561198084175007,Hacknet,3
76561198100410698,Call of Duty: Black Ops II,3
76561198061261540,Terraria,5
76561198032003632,Castle Crashers,3
Totesnotasexoffender,Wolfenstein: The New Order,5
Vitriolicism,AZMD! Scorepocalypse ,3
dudutp_20,PAYDAY 2,3
tomanymemesrly,Loadout,3
BasedGinger,Gone Home,3
edikaros,Left 4 Dead 2,3
Pineapplesarereallytasty,Unturned,5
uglypotatolol,POSTAL 2,5
educatedpotato,BattleBlock Theater,1
derpy33074,Space Engineers,5
76561198070198541,Emily is Away,3
EggsAU,Gotham City Impostors: Free To Play,3
Egonegro,Operation Flashpoint: Dragon Rising,2
DaEpicGamer64,Counter-Strike: Global Offensive,3
Fregus,DayZ,3
Ejay2287,Neverwinter,3
76561198084466412,Emily is Away,3
76561198010339484,Audiosurf,3
readmedude,The Elder Scrolls V: Skyrim,3
76561198073573143,Unturned,5
eldoubleu,War Thunder,5
76561198038291513,Grand Theft Auto V,5
ZFEli,The Walking Dead: Season Two,5
nutritionalvalue,Sanctum 2,3
EliteCookies,CaesarIA,2
elitex101,Vindictus,1
SirWheaticus,Loadout,2
PassiveAggressivePancake,Garry's Mod,3
elmattothefatto,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",3
AwesomeElmo,Grand Theft Auto IV,1
76561198065948218,Shovel Knight,1
76561198009855249,Firewatch,5
1546328127418,Depression Quest,1
Emerald7,Magicka 2,2
cherlovesaliens,Arma 3,3
WaifuActivist,PlanetSide 2,5
76561198103976113,Don't Starve,5
696969696969699,Gone Home,5
76561198038676500,DayZ,5
gogi7,Alien Rage - Unlimited,5
76561198097730733,Nation Red,3
Endkry,Warframe,3
76561198116613588,Ancient Space,2
MONATE,Warhammer: End Times - Vermintide,5
EnvyMan35,The Forest,2
dinglenips12,Convoy,3
_Esdeath_,HuniePop,3
EpicDemoManHasKitteh,Counter-Strike Nexon: Zombies,1
76561197990577342,Don't Starve,5
PipingWind,Homefront,5
76561198088668608,DayZ,1
testicularsoundexpress,STAR WARS™ Battlefront™ II,5
76561198087306814,FINAL FANTASY XIV: A Realm Reborn,2
76561198152281826,Nether,4
Namboku,Aliens vs. Predator,3
Hawkez,The Long Dark,5
76561198072077235,Portal 2,3
76561198091815938,The Plan,5
76561198034567618,Tomb Raider,3
actualdentist,Cities: Skylines,3
payasobobnovesloquetepaso,Space Engineers,5
76561198017390058,Counter-Strike: Global Offensive,3
Esodota,Portal 2,5
76561198068981727,The Stanley Parable,5
jackbb,PlanetSide 2,3
76561198030626433,Heroes & Generals,3
195862,Life Is Strange™,5
EternalDerpness,Emily is Away,3
ethanbro,Arma 3,3
ethanol10,The Beginner's Guide,2
76561198055706765,Rust,3
TheAlphaTerran,LEGO Batman 2,3
Ettannis,Unturned,3
adowhal,7 Days to Die,1
seek83,Batman - The Telltale Series,3
76561198085927668,Unpossible,3
MarkoUbi,Loadout,3
76561198276571851,Mountain,3
Exayne11,MapleStory,3
04061993,FTL: Faster Than Light,3
76561198055549430,This War of Mine,3
pkfaction,The Secret World,3
exratchet,Life Is Strange™,1
76561198093955912,Garry's Mod,3
76561198033704780,Darkest Dungeon,1
76561198076783639,Garry's Mod,3
TKDG,Game Dev Tycoon,3
FalconDroppings,Counter-Strike: Global Offensive,3
76561198133624222,The Walking Dead,3
EyesScream,Dirty Bomb,5
Kawaiiboo_Hunter,Ori and the Blind Forest,3
76561198023563213,Far Cry® 3,2
Fishda,Borderlands 2,5
viny143,FINAL FANTASY VIII,5
gamesgamer,Robocraft,5
76561197999753609,Counter-Strike: Global Offensive,3
